Date,Customer,Product,Voucher No.,Customer ID,Product ID,GSTIN/UIN,Quantity,Rate,Value,Cost of Sales,Gross Profit
13-06-2023,Maddison OConner,HY.TOMATO CHAKRAVYUH,LXM/727/2023-24,LXM/CST/45,LXM/PDT/50,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.BRINJAL ANAND 23,LXM/728/2023-24,LXM/CST/45,LXM/PDT/51,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,BRINJAL SORATH - 11 ,LXM/729/2023-24,LXM/CST/45,LXM/PDT/2,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HYB.BRINJAL GREEN GOLD,LXM/730/2023-24,LXM/CST/45,LXM/PDT/52,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.CABBAGE CAB 9,LXM/731/2023-24,LXM/CST/45,LXM/PDT/53,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.OKRA SHONNALIKA,LXM/732/2023-24,LXM/CST/45,LXM/PDT/54,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.BOTTLE GOURD NEEL,LXM/733/2023-24,LXM/CST/45,LXM/PDT/55,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.CUCUMBER NEELIMA,LXM/734/2023-24,LXM/CST/45,LXM/PDT/56,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.BITTER GOURD AKHILESH ,LXM/735/2023-24,LXM/CST/45,LXM/PDT/57,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.BITTER G.AMAR,LXM/736/2023-24,LXM/CST/45,LXM/PDT/58,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.BITTER G.NENO WONDER,LXM/737/2023-24,LXM/CST/45,LXM/PDT/59,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.SPONGE GOURD ROYAL-55 ,LXM/738/2023-24,LXM/CST/45,LXM/PDT/60,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,COWPEA  RANI-218,LXM/739/2023-24,LXM/CST/45,LXM/PDT/61,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,CLUSTER BEAN - PUNAM 151 ,LXM/740/2023-24,LXM/CST/45,LXM/PDT/17,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.WATER M.SSWEETY 177,LXM/741/2023-24,LXM/CST/45,LXM/PDT/62,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.WATER MELON BLACK SWEETTYY 110 ,LXM/742/2023-24,LXM/CST/45,LXM/PDT/30,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Maddison OConner,HY.SWEET CORN MOHINI 90,LXM/743/2023-24,LXM/CST/45,LXM/PDT/63,24AMMPP1505K155,1,0,0,0,0
13-06-2023,Abigale Jast,COWPEA  RANI-218,LXM/744/2023-24,LXM/CST/162,LXM/PDT/61,24AACFA1586J187,10,7,70,59.976,10.024
13-06-2023,Abigale Jast,CLUSTER BEAN - PUNAM 151 ,LXM/745/2023-24,LXM/CST/162,LXM/PDT/17,24AACFA1586J187,10,7,70,59.976,10.024
13-06-2023,Abigale Jast,HY.OKRA SHONNALIKA,LXM/746/2023-24,LXM/CST/162,LXM/PDT/54,24AACFA1586J187,10,8,80,68.544,11.456
13-06-2023,Abigale Jast,HY.BITTER GOURD AKHILESH ,LXM/747/2023-24,LXM/CST/162,LXM/PDT/57,24AACFA1586J187,5,22,110,94.248,15.752
13-06-2023,Abigale Jast,HY.SPONGE GOURD ROYAL-55 ,LXM/748/2023-24,LXM/CST/162,LXM/PDT/60,24AACFA1586J187,5,22,110,94.248,15.752
13-06-2023,Abigale Jast,HB.CHILLI  NISHA ,LXM/749/2023-24,LXM/CST/162,LXM/PDT/45,24AACFA1586J187,5,22,110,94.248,15.752
13-06-2023,Abigale Jast,HY.BRINJAL ANAND 23,LXM/750/2023-24,LXM/CST/162,LXM/PDT/51,24AACFA1586J187,5,22,110,94.248,15.752
13-06-2023,Abigale Jast,HY.TOMATO CHAKRAVYUH,LXM/751/2023-24,LXM/CST/162,LXM/PDT/50,24AACFA1586J187,5,22,110,94.248,15.752
13-06-2023,Lupe Gottlieb I,CHILLI - F1 NISHA ,LXM/752/2023-24,LXM/CST/27,LXM/PDT/3,24ACGPM9308C120,0.17,36000,6120,3347.028,2772.972
13-06-2023,Lupe Gottlieb I,CHILLI - F1 NISHA ,LXM/753/2023-24,LXM/CST/27,LXM/PDT/3,24ACGPM9308C120,0.33,36000,11880,6497.172,5382.828
14-06-2023,Royce Mayer,FORMUULAA AC ,LXM/754/2023-24,LXM/CST/99,LXM/PDT/13,24ACSPP1023K157,12,920,11040,1723.344,9316.656
14-06-2023,Mr. Lilla Osinski,FORMUULAA AC ,LXM/755/2023-24,LXM/CST/192,LXM/PDT/13,24ATJPR1984A168,12,872,10464,1723.4208,8740.5792
14-06-2023,Jannie Ebert,CHILLI - F1 NISHA ,LXM/756/2023-24,LXM/CST/7,LXM/PDT/3,24AABFU3450A186,6,36000,216000,118216.8,97783.2
14-06-2023,Graham Klein,HYB.CHILLI RIA 20 ,LXM/757/2023-24,LXM/CST/128,LXM/PDT/43,24AAHFV2702Q178,0.3,47000,14100,4799.64,9300.36
14-06-2023,Ms. Sonia Hilpert,CHILLI - F1 NISHA ,LXM/758/2023-24,LXM/CST/180,LXM/PDT/3,24AZTPP4896J135,0.5,36000,18000,9577.8,8422.2
14-06-2023,Miss Enos OKon,HY.CHILLI ISSHA 1712,LXM/759/2023-24,LXM/CST/14,LXM/PDT/5,23AHQPP7479D141,0.2,36000,7200,2320.56,4879.44
15-06-2023,Elroy Harris,CLUSTER BEAN - PUNAM 151 ,LXM/760/2023-24,LXM/CST/24,LXM/PDT/17,24BBLPC6912E194,3,360,1080,616.464,463.536
15-06-2023,Elroy Harris,RESEARCH- COWPEA RANI-218 ,LXM/761/2023-24,LXM/CST/24,LXM/PDT/8,24BBLPC6912E194,3,260,780,445.224,334.776
15-06-2023,Maurine Mitchell Sr.,HY. OKRA F1 SHONNALIKA ,LXM/762/2023-24,LXM/CST/190,LXM/PDT/15,24AACFA2671J156,10,1848,18480,5845.224,12634.776
16-06-2023,Claudia Crist,HY. OKRA F1 SHONNALIKA ,LXM/763/2023-24,LXM/CST/2,LXM/PDT/15,23AHWPB1707F138,10,1848,18480,5893.272,12586.728
16-06-2023,Mason Flatley,CHILLI - F1 NISHA ,LXM/764/2023-24,LXM/CST/193,LXM/PDT/3,24AQNPK4488H129,0.05,0,0,0,0
16-06-2023,Mason Flatley,HYB F1 CHILLI ZIA 6 ,LXM/765/2023-24,LXM/CST/193,LXM/PDT/22,24AQNPK4488H129,0.1,0,0,0,0
16-06-2023,Mason Flatley,HY.CHILLI GOLDAN PATTA ,LXM/766/2023-24,LXM/CST/193,LXM/PDT/65,24AQNPK4488H129,0.1,0,0,0,0
16-06-2023,Mason Flatley,HY.CHILLI GOLDAN PATTA ,LXM/767/2023-24,LXM/CST/193,LXM/PDT/65,24AQNPK4488H129,0.1,0,0,0,0
16-06-2023,Mason Flatley,HY.CHILLI 38 SEGMENT ,LXM/768/2023-24,LXM/CST/193,LXM/PDT/66,24AQNPK4488H129,0.1,0,0,0,0
16-06-2023,Mason Flatley,HYB.SWEET CORN F1 MOHINI 90 ,LXM/769/2023-24,LXM/CST/193,LXM/PDT/41,24AQNPK4488H129,0.3,0,0,0,0
16-06-2023,Camylle Hudson III,CHILLI - F1 NISHA ,LXM/770/2023-24,LXM/CST/31,LXM/PDT/3,24ASAPS9215P184,1,36000,36000,19724.4,16275.6
16-06-2023,Celestino Murray,HYB F1 CHILLI ZIA 6 ,LXM/771/2023-24,LXM/CST/44,LXM/PDT/22,24AMMPP5585K186,0.2,36000,7200,3011.76,4188.24
16-06-2023,Celestino Murray,HYB.TOMATO GGAURAV 65 ,LXM/772/2023-24,LXM/CST/44,LXM/PDT/23,24AMMPP5585K186,0.1,80000,8000,3346.4,4653.6
17-06-2023,Jannie Ebert,BRINJAL SORATH - 11 ,LXM/773/2023-24,LXM/CST/7,LXM/PDT/2,24AABFU3450A186,0.15,8500,1275,232.6875,1042.3125
17-06-2023,Mrs. Eva Aufderhar,CHILLI - F1 NISHA ,LXM/774/2023-24,LXM/CST/35,LXM/PDT/3,24AACFA8081J167,1,36000,36000,19666.8,16333.2
17-06-2023,Juvenal Kihn,HY. OKRA F1 SHONNALIKA ,LXM/775/2023-24,LXM/CST/15,LXM/PDT/15,23AMKPL9171R135,4,1600,6400,2357.76,4042.24
17-06-2023,Mrs. Zetta Kunze,HYB F1 CHILLI ZIA 6 ,LXM/776/2023-24,LXM/CST/69,LXM/PDT/22,24AADCK7637P124,0.05,36000,1800,759.42,1040.58
17-06-2023,Mrs. Zetta Kunze,HYB.BRINJAL ANAND-23,LXM/777/2023-24,LXM/CST/69,LXM/PDT/6,24AADCK7637P124,0.05,8500,425,179.3075,245.6925
19-06-2023,Guillermo Weimann,COWPEA  RANI-218,LXM/778/2023-24,LXM/CST/6,LXM/PDT/61,24AGOPP3739B158,20,7,140,85.274,54.726
19-06-2023,Guillermo Weimann,HY.OKRA SHONNALIKA,LXM/779/2023-24,LXM/CST/6,LXM/PDT/54,24AGOPP3739B158,30,8,240,146.184,93.816
19-06-2023,Guillermo Weimann,HY.CUCUMBER NEELIMA,LXM/780/2023-24,LXM/CST/6,LXM/PDT/56,24AGOPP3739B158,20,22,440,268.004,171.996
19-06-2023,Guillermo Weimann,HY.BITTER G.AMAR,LXM/781/2023-24,LXM/CST/6,LXM/PDT/58,24AGOPP3739B158,10,22,220,134.002,85.998
19-06-2023,Guillermo Weimann,HY.BITTER G.NENO WONDER,LXM/782/2023-24,LXM/CST/6,LXM/PDT/59,24AGOPP3739B158,10,22,220,134.002,85.998
19-06-2023,Guillermo Weimann,HB.CHILLI  NISHA ,LXM/783/2023-24,LXM/CST/6,LXM/PDT/45,24AGOPP3739B158,10,22,220,134.002,85.998
19-06-2023,Guillermo Weimann,HY.CHILLI DIA 9,LXM/784/2023-24,LXM/CST/6,LXM/PDT/49,24AGOPP3739B158,10,22,220,134.002,85.998
19-06-2023,Guillermo Weimann,HY.TOMATO CHAKRAVYUH,LXM/785/2023-24,LXM/CST/6,LXM/PDT/50,24AGOPP3739B158,10,22,220,134.002,85.998
19-06-2023,Guillermo Weimann,HY.RIDGE GOURD SHIRINE ,LXM/786/2023-24,LXM/CST/6,LXM/PDT/67,24AGOPP3739B158,25,22,550,335.005,214.995
19-06-2023,Guillermo Weimann,BRINJAL MINI BALL,LXM/787/2023-24,LXM/CST/6,LXM/PDT/64,24AGOPP3739B158,20,22,440,268.004,171.996
19-06-2023,Guillermo Weimann,HY.SWEET CORN MOHINI 90,LXM/788/2023-24,LXM/CST/6,LXM/PDT/63,24AGOPP3739B158,20,22,440,268.004,171.996
19-06-2023,Juvenal Kihn,HY.SPONGE GOURD ROYAL-55 ,LXM/789/2023-24,LXM/CST/15,LXM/PDT/60,23AMKPL9171R135,50,22,1100,284.46,815.54
19-06-2023,Juvenal Kihn,HY.BOTTLE GOURD NEEL,LXM/790/2023-24,LXM/CST/15,LXM/PDT/55,23AMKPL9171R135,50,22,1100,284.46,815.54
19-06-2023,Juvenal Kihn,HY.OKRA SHONNALIKA,LXM/791/2023-24,LXM/CST/15,LXM/PDT/54,23AMKPL9171R135,50,8,400,103.44,296.56
19-06-2023,Juvenal Kihn,HY.BITTER G.AMAR,LXM/792/2023-24,LXM/CST/15,LXM/PDT/58,23AMKPL9171R135,50,22,1100,284.46,815.54
19-06-2023,Juvenal Kihn,HY.RIDGE GOURD SHIRINE ,LXM/793/2023-24,LXM/CST/15,LXM/PDT/67,23AMKPL9171R135,50,22,1100,284.46,815.54
19-06-2023,Juvenal Kihn,HY.BITTER G.NENO WONDER,LXM/794/2023-24,LXM/CST/15,LXM/PDT/59,23AMKPL9171R135,50,22,1100,284.46,815.54
19-06-2023,Mariela Corkery DDS,RESEARCH- COWPEA RANI-218 ,LXM/795/2023-24,LXM/CST/32,LXM/PDT/8,24ASAPS5023P142,5,260,1300,625.95,674.05
19-06-2023,Mariela Corkery DDS,HY.RIDGE GOURD SHIRINE ,LXM/796/2023-24,LXM/CST/32,LXM/PDT/67,24ASAPS5023P142,5,22,110,52.965,57.035
19-06-2023,Mariela Corkery DDS,HY.BITTER G.AMAR,LXM/797/2023-24,LXM/CST/32,LXM/PDT/58,24ASAPS5023P142,10,22,220,105.93,114.07
19-06-2023,Citlalli Batz Jr.,HY. OKRA F1 SHONNALIKA ,LXM/798/2023-24,LXM/CST/77,LXM/PDT/15,24ASAPS7011P143,0.5,1848,924,402.1248,521.8752
19-06-2023,Citlalli Batz Jr.,HY.BITTER GOURD AKHILESH ,LXM/799/2023-24,LXM/CST/77,LXM/PDT/57,24ASAPS7011P143,5,22,110,47.872,62.128
19-06-2023,Citlalli Batz Jr.,HY.SWEET CORN MOHINI 90,LXM/800/2023-24,LXM/CST/77,LXM/PDT/63,24ASAPS7011P143,5,22,110,47.872,62.128
19-06-2023,Citlalli Batz Jr.,HY.CHILLI ZIA 6,LXM/801/2023-24,LXM/CST/77,LXM/PDT/48,24ASAPS7011P143,5,22,110,47.872,62.128
19-06-2023,Citlalli Batz Jr.,HY.BRINJAL ANAND 23,LXM/802/2023-24,LXM/CST/77,LXM/PDT/51,24ASAPS7011P143,5,22,110,47.872,62.128
19-06-2023,Mrs. Merl Conn,BRINJAL SORATH - 11 ,LXM/803/2023-24,LXM/CST/194,LXM/PDT/2,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,HYB.BRINJAL GREEN GOLD,LXM/804/2023-24,LXM/CST/194,LXM/PDT/52,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,HY.BRINJAL ANAND 23,LXM/805/2023-24,LXM/CST/194,LXM/PDT/51,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,HY.TOMATO CHAKRAVYUH,LXM/806/2023-24,LXM/CST/194,LXM/PDT/50,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,HY.BITTER G.NENO WONDER,LXM/807/2023-24,LXM/CST/194,LXM/PDT/59,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,HY.BITTER G.AMAR,LXM/808/2023-24,LXM/CST/194,LXM/PDT/58,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Mrs. Merl Conn,CLUSTER BEAN - PUNAM 151 ,LXM/809/2023-24,LXM/CST/194,LXM/PDT/17,24AKOPP9548H149,20,7,140,80.962,59.038
19-06-2023,Mrs. Merl Conn,HY.CUCUMBER NEELIMA,LXM/810/2023-24,LXM/CST/194,LXM/PDT/56,24AKOPP9548H149,10,22,220,127.226,92.774
19-06-2023,Juvenal Kihn,CHILLI - F1 NISHA ,LXM/811/2023-24,LXM/CST/15,LXM/PDT/3,23AMKPL9171R135,0.06,36000,2160,1150.416,1009.584
19-06-2023,Juvenal Kihn,CHILLI - F1 NISHA ,LXM/812/2023-24,LXM/CST/15,LXM/PDT/3,23AMKPL9171R135,0.04,36000,1440,766.944,673.056
20-06-2023,Maddison Moen,FORMUULAA AC ,LXM/813/2023-24,LXM/CST/30,LXM/PDT/13,24ASAPS9127P120,24,872,20928,3446.8416,17481.1584
20-06-2023,Claudia Crist,HYB.BRINJAL GREEN GOLD ,LXM/814/2023-24,LXM/CST/2,LXM/PDT/19,23AHWPB1707F138,1,9000,9000,1529.1,7470.9
20-06-2023,Claudia Crist,BRINJAL SORATH - 11 ,LXM/815/2023-24,LXM/CST/2,LXM/PDT/2,23AHWPB1707F138,1.48,9500,14060,2388.794,11671.206
20-06-2023,Claudia Crist,BRINJAL SORATH - 11 ,LXM/816/2023-24,LXM/CST/2,LXM/PDT/2,23AHWPB1707F138,0.52,9500,4940,839.306,4100.694
20-06-2023,Chandler Stiedemann,CHILLI - F1 NISHA ,LXM/817/2023-24,LXM/CST/9,LXM/PDT/3,24ABGPH2188P161,9,36000,324000,177552,146448
20-06-2023,Claudia Crist,BRINJAL SORATH - 11 ,LXM/818/2023-24,LXM/CST/2,LXM/PDT/2,23AHWPB1707F138,1,9500,9500,1550.4,7949.6
20-06-2023,Daphnee Goyette,CLUSTER BEAN - PUNAM 151 ,LXM/819/2023-24,LXM/CST/183,LXM/PDT/17,24AIRPP7297M113,100,7,700,399.63,300.37
20-06-2023,Daphnee Goyette,COWPEA  RANI-218,LXM/820/2023-24,LXM/CST/183,LXM/PDT/61,24AIRPP7297M113,100,7,700,399.63,300.37
20-06-2023,Daphnee Goyette,HY.SWEET CORN MOHINI 90,LXM/821/2023-24,LXM/CST/183,LXM/PDT/63,24AIRPP7297M113,98,22,2156,1230.8604,925.1396
20-06-2023,Daphnee Goyette,BRINJAL SORATH - 11 ,LXM/822/2023-24,LXM/CST/183,LXM/PDT/2,24AIRPP7297M113,75,22,1650,941.985,708.015
20-06-2023,Daphnee Goyette,HY.OKRA SHONNALIKA,LXM/823/2023-24,LXM/CST/183,LXM/PDT/54,24AIRPP7297M113,150,8,1200,685.08,514.92
20-06-2023,Daphnee Goyette,HY.CUCUMBER NEELIMA,LXM/824/2023-24,LXM/CST/183,LXM/PDT/56,24AIRPP7297M113,225,22,4950,2825.955,2124.045
20-06-2023,Daphnee Goyette,HY.BOTTLE GOURD NEEL,LXM/825/2023-24,LXM/CST/183,LXM/PDT/55,24AIRPP7297M113,75,22,1650,941.985,708.015
20-06-2023,Daphnee Goyette,BRINJAL MINI BALL,LXM/826/2023-24,LXM/CST/183,LXM/PDT/64,24AIRPP7297M113,25,22,550,313.995,236.005
20-06-2023,Daphnee Goyette,HY.TOMATO CHAKRAVYUH,LXM/827/2023-24,LXM/CST/183,LXM/PDT/50,24AIRPP7297M113,50,22,1100,627.99,472.01
20-06-2023,Daphnee Goyette,HY.CHILLI GGIRNNAR 11,LXM/828/2023-24,LXM/CST/183,LXM/PDT/47,24AIRPP7297M113,25,22,550,313.995,236.005
20-06-2023,Daphnee Goyette,HY.CHILLI DIA 9,LXM/829/2023-24,LXM/CST/183,LXM/PDT/49,24AIRPP7297M113,10,22,220,125.598,94.402
20-06-2023,Daphnee Goyette,HB.CHILLI  NISHA ,LXM/830/2023-24,LXM/CST/183,LXM/PDT/45,24AIRPP7297M113,11,22,242,138.1578,103.8422
20-06-2023,Daphnee Goyette,HY.SPONGE GOURD ROYAL-55 ,LXM/831/2023-24,LXM/CST/183,LXM/PDT/60,24AIRPP7297M113,10,22,220,125.598,94.402
20-06-2023,Daphnee Goyette,HY.RIDGE GOURD SHIRINE ,LXM/832/2023-24,LXM/CST/183,LXM/PDT/67,24AIRPP7297M113,15,22,330,188.397,141.603
20-06-2023,Felix Farrell,HY.CUCUMBER NEELIMA,LXM/833/2023-24,LXM/CST/65,LXM/PDT/56,24ABIPP7315C121,10,22,220,84.194,135.806
20-06-2023,Felix Farrell,HY.OKRA SHONNALIKA,LXM/834/2023-24,LXM/CST/65,LXM/PDT/54,24ABIPP7315C121,20,8,160,61.232,98.768
20-06-2023,Felix Farrell,CLUSTER BEAN - PUNAM 151 ,LXM/835/2023-24,LXM/CST/65,LXM/PDT/17,24ABIPP7315C121,20,7,140,53.578,86.422
20-06-2023,Afton Frami,HY.BOTTLE GOURD NEEL,LXM/836/2023-24,LXM/CST/16,LXM/PDT/55,23AMKPL6962R170,10,22,220,69.058,150.942
20-06-2023,Afton Frami,HY.BITTER GOURD AKHILESH ,LXM/837/2023-24,LXM/CST/16,LXM/PDT/57,23AMKPL6962R170,10,22,220,69.058,150.942
20-06-2023,Afton Frami,COWPEA  RANI-218,LXM/838/2023-24,LXM/CST/16,LXM/PDT/61,23AMKPL6962R170,10,7,70,21.973,48.027
20-06-2023,Afton Frami,CLUSTER BEAN - PUNAM 151 ,LXM/839/2023-24,LXM/CST/16,LXM/PDT/17,23AMKPL6962R170,10,7,70,21.973,48.027
20-06-2023,Afton Frami,HY.SPONGE GOURD ROYAL-55 ,LXM/840/2023-24,LXM/CST/16,LXM/PDT/60,23AMKPL6962R170,10,22,220,69.058,150.942
20-06-2023,Afton Frami,HY.RIDGE GOURD SHIRINE ,LXM/841/2023-24,LXM/CST/16,LXM/PDT/67,23AMKPL6962R170,10,22,220,69.058,150.942
20-06-2023,Afton Frami,HY.OKRA SHONNALIKA,LXM/842/2023-24,LXM/CST/16,LXM/PDT/54,23AMKPL6962R170,10,8,80,25.112,54.888
20-06-2023,Afton Frami,HY.CUCUMBER NEELIMA,LXM/843/2023-24,LXM/CST/16,LXM/PDT/56,23AMKPL6962R170,10,22,220,69.058,150.942
20-06-2023,Daphnee Goyette,HY.OKRA SHONNALIKA,LXM/844/2023-24,LXM/CST/183,LXM/PDT/54,24AIRPP7297M113,30,8,240,199.368,40.632
20-06-2023,Daphnee Goyette,CLUSTER BEAN - PUNAM 151 ,LXM/845/2023-24,LXM/CST/183,LXM/PDT/17,24AIRPP7297M113,30,7,210,174.447,35.553
20-06-2023,Daphnee Goyette,COWPEA  RANI-218,LXM/846/2023-24,LXM/CST/183,LXM/PDT/61,24AIRPP7297M113,30,7,210,174.447,35.553
20-06-2023,Daphnee Goyette,HY.CUCUMBER NEELIMA,LXM/847/2023-24,LXM/CST/183,LXM/PDT/56,24AIRPP7297M113,30,22,660,548.262,111.738
20-06-2023,Daphnee Goyette,HY.BITTER GOURD AKHILESH ,LXM/848/2023-24,LXM/CST/183,LXM/PDT/57,24AIRPP7297M113,15,22,330,274.131,55.869
20-06-2023,Daphnee Goyette,HY.BOTTLE GOURD NEEL,LXM/849/2023-24,LXM/CST/183,LXM/PDT/55,24AIRPP7297M113,15,22,330,274.131,55.869
20-06-2023,Daphnee Goyette,HY.SWEET CORN MOHINI 90,LXM/850/2023-24,LXM/CST/183,LXM/PDT/63,24AIRPP7297M113,10,22,220,182.754,37.246
20-06-2023,Daphnee Goyette,HY.TOMATO CHAKRAVYUH,LXM/851/2023-24,LXM/CST/183,LXM/PDT/50,24AIRPP7297M113,30,22,660,548.262,111.738
20-06-2023,Daphnee Goyette,HY.CHILLI DIA 9,LXM/852/2023-24,LXM/CST/183,LXM/PDT/49,24AIRPP7297M113,10,22,220,182.754,37.246
20-06-2023,Abigale Jast,HY.OKRA SHONNALIKA,LXM/853/2023-24,LXM/CST/162,LXM/PDT/54,24AACFA1586J187,15,8,120,52.8,67.2
20-06-2023,Abigale Jast,HY.BITTER GOURD AKHILESH ,LXM/854/2023-24,LXM/CST/162,LXM/PDT/57,24AACFA1586J187,15,22,330,145.2,184.8
20-06-2023,Abigale Jast,HY.BOTTLE GOURD NEEL,LXM/855/2023-24,LXM/CST/162,LXM/PDT/55,24AACFA1586J187,15,22,330,145.2,184.8
21-06-2023,Reece Nader,FORMUULAA AC ,LXM/856/2023-24,LXM/CST/88,LXM/PDT/13,23ABZPM1160J162,24,872,20928,3446.8416,17481.1584
21-06-2023,Reece Nader,CHILLI - F1 NISHA ,LXM/857/2023-24,LXM/CST/88,LXM/PDT/3,23ABZPM1160J162,0.11,36000,3960,2120.976,1839.024
21-06-2023,Reece Nader,RESEARCH- COWPEA RANI-218 ,LXM/858/2023-24,LXM/CST/88,LXM/PDT/8,23ABZPM1160J162,1.5,260,390,208.884,181.116
21-06-2023,Chandler Stiedemann,CHILLI - F1 NISHA ,LXM/859/2023-24,LXM/CST/9,LXM/PDT/3,24ABGPH2188P161,21,36000,756000,411339.6,344660.4
21-06-2023,Chandler Stiedemann,HYB.CHILLI AAYUUSHI ,LXM/860/2023-24,LXM/CST/9,LXM/PDT/24,24ABGPH2188P161,1,36000,36000,19587.6,16412.4
21-06-2023,Chandler Stiedemann,HYB F1 CHILLI ZIA 6 ,LXM/861/2023-24,LXM/CST/9,LXM/PDT/22,24ABGPH2188P161,1,36000,36000,19587.6,16412.4
21-06-2023,Estrella Lang,CHILLI - F1 NISHA ,LXM/862/2023-24,LXM/CST/176,LXM/PDT/3,24ACGPM9485C149,2,36000,72000,38584.8,33415.2
21-06-2023,Allene Greenfelder V,CHILLI - F1 NISHA ,LXM/863/2023-24,LXM/CST/23,LXM/PDT/3,24AUMPR9188E258,1,36000,36000,19843.2,16156.8
21-06-2023,Dr. Earnest Wintheiser,HY.TOMATO CHAKRAVYUH,LXM/864/2023-24,LXM/CST/195,LXM/PDT/50,24ABNPP8105E145,25,22,550,391.05,158.95
21-06-2023,Dr. Earnest Wintheiser,HY.CHILLI DIA 9,LXM/865/2023-24,LXM/CST/195,LXM/PDT/49,24ABNPP8105E145,25,22,550,391.05,158.95
21-06-2023,Dr. Earnest Wintheiser,HY.CHILLI GGIRNNAR 11,LXM/866/2023-24,LXM/CST/195,LXM/PDT/47,24ABNPP8105E145,25,22,550,391.05,158.95
21-06-2023,Dr. Earnest Wintheiser,HY.BOTTLE GOURD NEEL,LXM/867/2023-24,LXM/CST/195,LXM/PDT/55,24ABNPP8105E145,25,22,550,391.05,158.95
21-06-2023,Dr. Earnest Wintheiser,HY.CUCUMBER NEELIMA,LXM/868/2023-24,LXM/CST/195,LXM/PDT/56,24ABNPP8105E145,20,22,440,312.84,127.16
21-06-2023,Dr. Earnest Wintheiser,HY.BITTER GOURD AKHILESH ,LXM/869/2023-24,LXM/CST/195,LXM/PDT/57,24ABNPP8105E145,25,22,550,391.05,158.95
21-06-2023,Dr. Earnest Wintheiser,HY.RIDGE GOURD SHIRINE ,LXM/870/2023-24,LXM/CST/195,LXM/PDT/67,24ABNPP8105E145,50,22,1100,782.1,317.9
21-06-2023,Dr. Earnest Wintheiser,HY.SPONGE GOURD ROYAL-55 ,LXM/871/2023-24,LXM/CST/195,LXM/PDT/60,24ABNPP8105E145,50,22,1100,782.1,317.9
21-06-2023,Dr. Earnest Wintheiser,HY.OKRA SHONNALIKA,LXM/872/2023-24,LXM/CST/195,LXM/PDT/54,24ABNPP8105E145,50,8,400,284.4,115.6
21-06-2023,Dr. Earnest Wintheiser,CLUSTER BEAN - PUNAM 151 ,LXM/873/2023-24,LXM/CST/195,LXM/PDT/17,24ABNPP8105E145,25,7,175,124.425,50.575
21-06-2023,Dr. Earnest Wintheiser,COWPEA  RANI-218,LXM/874/2023-24,LXM/CST/195,LXM/PDT/61,24ABNPP8105E145,25,7,175,124.425,50.575
21-06-2023,Dr. Earnest Wintheiser,FORMUULAA AC ,LXM/875/2023-24,LXM/CST/195,LXM/PDT/13,24ABNPP8105E145,0.21,0,0,0,0
21-06-2023,Citlalli Heaney,HY.OKRA SHONNALIKA,LXM/876/2023-24,LXM/CST/5,LXM/PDT/54,24AQNPK1266H180,30,8,240,126.912,113.088
21-06-2023,Citlalli Heaney,CLUSTER BEAN - PUNAM 151 ,LXM/877/2023-24,LXM/CST/5,LXM/PDT/17,24AQNPK1266H180,25,7,175,92.54,82.46
21-06-2023,Citlalli Heaney,COWPEA  RANI-218,LXM/878/2023-24,LXM/CST/5,LXM/PDT/61,24AQNPK1266H180,25,7,175,92.54,82.46
21-06-2023,Citlalli Heaney,HY.SPONGE GOURD ROYAL-55 ,LXM/879/2023-24,LXM/CST/5,LXM/PDT/60,24AQNPK1266H180,25,22,550,290.84,259.16
21-06-2023,Citlalli Heaney,HY.RIDGE GOURD SHIRINE ,LXM/880/2023-24,LXM/CST/5,LXM/PDT/67,24AQNPK1266H180,25,22,550,290.84,259.16
21-06-2023,Citlalli Heaney,HY.BITTER GOURD AKHILESH ,LXM/881/2023-24,LXM/CST/5,LXM/PDT/57,24AQNPK1266H180,25,22,550,290.84,259.16
